place_cat,place_name,place_address,place_lat,place_lon,place_detailsjson,place_src,place_srcassetid
food_venue,Alluvial Restaurant,Part Ground 495 Collins Street MELBOURNE VIC 3000,-37.81853877,144.958118475,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":110},""total_seats"":110}",City of Melbourne,com:food:102103:c01731ea4e0514bd
food_venue,Almina @ Docklands,106 Newquay Promenade DOCKLANDS VIC 3008,-37.81518961,144.93905572,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":150,""Seats - Outdoor"":70},""total_seats"":220}",City of Melbourne,com:food:601810:1eecc6abb51b5986
food_venue,Alt Pasta Bar,30 Niagara Lane MELBOURNE VIC 3000,-37.81291055,144.961464779,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":40},""total_seats"":40}",City of Melbourne,com:food:105704:7cdd1f16305cc7b6
food_venue,Alto Hotel On Bourke,636-638 Bourke Street MELBOURNE VIC 3000,-37.81627484,144.954713698,"{""census_year"":2024,""industry_code"":""4400"",""industry_description"":""Accommodation"",""seats"":{""Seats - Indoor"":24},""total_seats"":24}",City of Melbourne,com:food:101169:4516cfe03c28a1ac
food_venue,Amiconi,Ground 359 Victoria Street WEST MELBOURNE VIC 3003,-37.80538446,144.949585089,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":60,""Seats - Outdoor"":8},""total_seats"":68}",City of Melbourne,com:food:109720:5517b35403328247
food_venue,Amicus Espresso,Shop 185 Pelham Street CARLTON VIC 3053,-37.80240996,144.960033983,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":12,""Seats - Outdoor"":24},""total_seats"":36}",City of Melbourne,com:food:568077:7ffa5e526c50a034
food_venue,Amie Bakery,"Tenancy 11, Ground 181 William Street MELBOURNE VIC 3000",-37.81531863,144.957392295,"{""census_year"":2024,""industry_code"":""4512"",""industry_description"":""Takeaway Food Services"",""seats"":{""Seats - Outdoor"":20},""total_seats"":20}",City of Melbourne,com:food:612820:7b71878385510a5e
food_venue,Amie's Bakery,"Shop W1, 11 Southern Cross Lane MELBOURNE VIC 3000",-37.81281453,144.970109211,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":33},""total_seats"":33}",City of Melbourne,com:food:625840:0f9fef8d5e9ef68e
food_venue,Amigos Hardware Lane,Lower & Upper Ground 75-77 Hardware Lane MELBOURNE VIC 3000,-37.8131434,144.960866676,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":60,""Seats - Outdoor"":40},""total_seats"":100}",City of Melbourne,com:food:104660:b250f0f0dc215015
food_venue,Amiri Cafe,Shop QS002 1-7 QV Square MELBOURNE VIC 3000,-37.810658,144.965703374,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":60,""Seats - Outdoor"":38},""total_seats"":98}",City of Melbourne,com:food:589841:391a7ded7a87bd9f
food_venue,Ample Cafe Bar,123-129 Howard Street NORTH MELBOURNE VIC 3051,-37.80409478,144.953696037,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":8,""Seats - Indoor"":55},""total_seats"":63}",City of Melbourne,com:food:105025:b2e4a710a4ecd5a7
food_venue,An Di Docklands,854 Collins Street DOCKLANDS VIC 3008,-37.82092615,144.943788121,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":30,""Seats - Indoor"":100},""total_seats"":130}",City of Melbourne,com:food:609481:bc88d23c6b98fa4b
food_venue,Anda Cafe,Part Ground 215 Spring Street MELBOURNE VIC 3000,-37.80990397,144.971835359,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":40,""Seats - Outdoor"":18},""total_seats"":58}",City of Melbourne,com:food:108990:d43f45f0c7383664
food_venue,Angkor,389 Spencer Street WEST MELBOURNE VIC 3003,-37.81158829,144.949895376,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":39},""total_seats"":39}",City of Melbourne,com:food:705841:7a0d4cf13162c130
food_venue,Angliss Restaurant,Part Ground Building E 550 Little Lonsdale Street MELBOURNE VIC 3000,-37.81327282,144.952896203,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":150},""total_seats"":150}",City of Melbourne,com:food:561698:6b108fa7814b6db6
food_venue,Antara 128,Ground 128 Exhibition Street MELBOURNE VIC 3000,-37.81257803,144.971175434,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80,""Seats - Outdoor"":10},""total_seats"":90}",City of Melbourne,com:food:103624:1117d144c59e5e1a
food_venue,Ants Bistro,7-9 Corrs Lane MELBOURNE VIC 3000,-37.81132789,144.967994718,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":100},""total_seats"":100}",City of Melbourne,com:food:108582:2835f52e87ef0495
food_venue,Aperitivo Bar Ristorante,275 Lygon Street CARLTON VIC 3053,-37.79905377,144.966910371,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":25,""Seats - Indoor"":45},""total_seats"":70}",City of Melbourne,com:food:106137:818c8d768e104be3
food_venue,Apollo Cafe,Ground 109-111 Hawke Street WEST MELBOURNE VIC 3003,-37.80784196,144.946624618,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Outdoor"":20,""Seats - Indoor"":44},""total_seats"":64}",City of Melbourne,com:food:104728:5f97ac566a844d2a
food_venue,Arabesque,642-644 Elizabeth Street MELBOURNE VIC 3000,-37.80328692,144.958614249,"{""census_year"":2024,""industry_code"":""4511"",""industry_description"":""Cafes and Restaurants"",""seats"":{""Seats - Indoor"":80,""Seats - Outdoor"":13},""total_seats"":93}",City of Melbourne,com:food:103272:47f287d609308a24
